Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
-7.2,53.3,8/7/2024 7:03,333.3333333,22.36,35.228,335.3,220.63,9.05,0.985,14.24,8.052,0.058,997.71,997.78,2367.4,369.9,0.057,0.173,2.5,Western Indian Ocean
-7.2,53.3,5/19/2024 4:29,444.4444444,20.14,36.318,445.1,197.61,10.86,1.097,19.19,8.058,0.096,999.03,999.12,2365,397.4,0.041,0.025,0.3,Western Indian Ocean
-7.2,53.3,2/23/2025 15:14,555.5555556,18.09,35.749,553.7,177.36,11.22,1.496,24.19,7.973,0.091,998.98,999.09,2339,368.7,0.031,0.004,0,Western Indian Ocean
-7.2,53.3,4/6/2024 3:05,666.6666667,15.71,35.797,667.6,176.02,17.44,1.616,26.92,7.86,0.029,999.5,999.63,2422.6,347.4,0.018,0.003,0,Western Indian Ocean
-7.2,53.3,11/24/2024 13:34,777.7777778,14.15,35.793,775.9,129.4,19.11,1.843,32.57,7.837,0.013,999.8,999.96,2428.3,322.9,0.009,0.001,0,Western Indian Ocean
-7.2,53.3,2/23/2024 3:51,888.8888889,10.88,35.513,890.7,98.97,22.05,2.071,36.72,7.864,0.016,1000.23,1000.41,2271.9,368.3,0.004,0,0,Western Indian Ocean
-7.2,53.3,5/8/2024 22:56,1000,8.67,35.716,1001.8,134.23,20.33,2.345,41.2,7.849,0.001,1000.84,1001.04,2424,356.1,0.002,0,0,Western Indian Ocean
-8.26,99.05,5/4/2025 8:55,0,28.19,34.269,-1.7,166.3,3.27,0.262,0.35,8.039,0.447,995.78,995.78,2325.2,388.7,1.992,2.464,2000,Eastern Indian Ocean
-8.26,99.05,8/9/2025 9:18,111.1111111,26.54,34.19,109.5,217.32,5.01,0.276,5.78,7.969,0.299,996.04,996.06,2298.6,400,0.38,0.792,216.7,Eastern Indian Ocean
-8.26,99.05,3/19/2025 22:15,222.2222222,24.35,34.471,221.2,214.53,4.79,0.753,9.02,8.115,0.457,996.71,996.75,2279.2,379.7,0.44,0.086,23.5,Eastern Indian Ocean
-8.26,99.05,4/2/2025 2:37,333.3333333,22.28,35.843,334.7,137.71,11.67,0.762,13.94,8.09,0.091,998.22,998.29,2265.4,369.7,0.202,0.035,2.5,Eastern Indian Ocean
-8.26,99.05,2/19/2024 2:51,444.4444444,19.87,36.231,442.5,116.56,12.35,1.363,19.31,7.905,0.048,999.01,999.1,2441,395.2,0.058,0.023,0.3,Eastern Indian Ocean
-8.26,99.05,3/25/2024 11:03,555.5555556,18.82,36.346,554.9,187.97,14.6,1.333,24.04,7.961,0.013,999.31,999.42,2300.7,382.6,0.032,0.002,0,Eastern Indian Ocean
-8.26,99.05,8/24/2025 3:08,666.6666667,15.19,36.753,667.9,124.56,18.14,1.8,28.56,7.848,0.005,1000.36,1000.49,2327,370.9,0.011,0.004,0,Eastern Indian Ocean
-8.26,99.05,8/20/2025 12:06,777.7777778,13.01,35.711,777.2,141.17,16.95,1.962,31.71,7.928,0.025,999.97,1000.13,2342.5,353.1,0.002,0.001,0,Eastern Indian Ocean
-8.26,99.05,6/29/2025 21:52,888.8888889,11.44,35.354,890.2,81.99,22.75,2.217,36.81,7.919,0.008,1000,1000.18,2252.9,313.1,0.005,0,0,Eastern Indian Ocean
-8.26,99.05,4/2/2025 15:52,1000,9.99,36.256,998.8,80.45,22.53,2.194,40.78,7.888,0.009,1001.01,1001.21,2374.2,333.6,0.002,0,0,Eastern Indian Ocean
-15.53,99.52,8/3/2025 15:36,0,29.94,35.186,-1.1,208.77,3.52,0.221,1.31,8.196,1.155,996.16,996.16,2237.7,412.8,1.199,1.743,2000,South Indian Ocean
-15.53,99.52,5/11/2025 8:49,111.1111111,26.88,35.184,112.3,153.96,3.29,0.421,6.08,8.033,0.607,996.77,996.79,2221.1,371.6,0.652,0.371,216.7,South Indian Ocean
-15.53,99.52,11/14/2024 3:53,222.2222222,23.98,35.372,221.7,177.4,7.22,0.944,10.52,8.016,0.152,997.5,997.54,2263.9,388.2,0.16,0.235,23.5,South Indian Ocean
-15.53,99.52,12/15/2024 15:24,333.3333333,22.84,36.318,335.3,192.92,8.51,0.883,14.54,8.073,0.283,998.49,998.56,2412.6,384.4,0.029,0.007,2.5,South Indian Ocean
-15.53,99.52,11/8/2024 12:50,444.4444444,20.71,36.095,444.8,208.15,12.83,1.259,18.73,7.961,0.104,998.73,998.82,2416,391.7,0.033,0.021,0.3,South Indian Ocean
-15.53,99.52,1/29/2025 13:30,555.5555556,17,35.5,555.2,180.52,15.31,1.422,22.52,7.902,0.091,999,999.11,2299.6,341.2,0.012,0.01,0,South Indian Ocean
-15.53,99.52,4/25/2024 1:58,666.6666667,15.89,35.222,667.5,127.11,14.77,1.791,27.01,7.966,0.042,999,999.13,2394.2,369,0.008,0.006,0,South Indian Ocean
-15.53,99.52,2/6/2024 1:22,777.7777778,13.93,35.43,777.2,184.8,17.43,1.806,32.25,7.833,0.003,999.56,999.72,2406.3,346.3,0.002,0.002,0,South Indian Ocean
-15.53,99.52,6/4/2024 14:25,888.8888889,10.62,35.617,890.5,116.84,22.43,1.938,37.31,7.797,0.013,1000.37,1000.55,2262.3,332.6,0.003,0.001,0,South Indian Ocean
-15.53,99.52,6/6/2025 9:23,1000,8.6,36.576,1001.6,108.08,20.74,2.195,40.01,7.839,0.004,1001.54,1001.74,2315.5,347.2,0.001,0,0,South Indian Ocean
-11.47,99.85,8/14/2025 8:24,0,28.77,35.473,1.8,215.34,1.75,0.286,1.87,8.059,1.122,996.62,996.62,2423.2,431.2,1.016,0.328,2000,Eastern Indian Ocean
-11.47,99.85,1/23/2025 14:54,111.1111111,27.16,34.412,111.2,144.09,5.8,0.657,4.54,8.107,0.122,996.1,996.12,2291.8,389.6,0.659,0.546,216.7,Eastern Indian Ocean
-11.47,99.85,6/26/2024 15:47,222.2222222,23.97,35.59,221,154.77,7.49,0.46,9.19,8.053,0.066,997.68,997.72,2275.9,416.8,0.364,0.333,23.5,Eastern Indian Ocean
-11.47,99.85,2/7/2024 12:47,333.3333333,23.01,36.264,331.5,123.92,7,0.813,13.57,8.016,0.177,998.41,998.48,2345,374.9,0.095,0.017,2.5,Eastern Indian Ocean
-11.47,99.85,4/21/2024 3:47,444.4444444,19.95,35.02,444.7,160.33,10.49,0.953,18.07,7.983,0.061,998.03,998.12,2224,384.3,0.029,0.058,0.3,Eastern Indian Ocean
-11.47,99.85,3/27/2025 7:17,555.5555556,18.69,35.043,556.1,170.77,14.63,1.394,23.09,7.985,0.028,998.3,998.41,2211.9,361.2,0.044,0.012,0,Eastern Indian Ocean
-11.47,99.85,6/8/2025 18:46,666.6666667,16.31,35.131,668.2,143.54,16.36,1.798,26.72,7.962,0.05,998.84,998.97,2331.8,360.2,0.004,0,0,Eastern Indian Ocean
-11.47,99.85,7/20/2024 16:53,777.7777778,12.79,35.758,776.8,96.59,17.68,1.634,32.9,7.811,0.03,1000.05,1000.21,2381.5,348.2,0.008,0.001,0,Eastern Indian Ocean
-11.47,99.85,2/24/2024 5:40,888.8888889,11.67,36.548,887.9,88.85,19.08,1.999,36.84,7.831,0.016,1000.9,1001.08,2353.5,321.4,0.004,0,0,Eastern Indian Ocean
-11.47,99.85,5/11/2024 20:55,1000,8.56,36.944,1001.3,128.89,23.55,2.089,40.7,7.79,0.008,1001.84,1002.04,2328.8,364.3,0,0,0,Eastern Indian Ocean
23.43,62.8,4/11/2025 15:24,0,29.72,35.405,-1,171.78,2.54,0.153,0.39,8.192,0.941,996.38,996.38,2311.5,405.1,0.366,2.425,2000,Arabian Sea
23.43,62.8,4/6/2025 0:16,111.1111111,26.46,35.243,109.3,152.73,6.28,0.285,6.22,8.001,0.073,996.9,996.92,2356.9,364.1,0.061,0.158,216.7,Arabian Sea
23.43,62.8,1/6/2025 13:43,222.2222222,24.2,34.668,222.1,213.26,8.94,0.746,10.48,8.123,0.354,996.89,996.93,2205.5,351.6,0.181,0.169,23.5,Arabian Sea
23.43,62.8,7/20/2024 2:05,333.3333333,22.34,35.446,332.9,214.59,11.19,0.697,13.72,8.049,0.169,997.89,997.96,2382.9,379.1,0.215,0.115,2.5,Arabian Sea
23.43,62.8,7/10/2024 21:52,444.4444444,19.28,36.309,446.1,174.82,12.68,1.346,17.91,8.06,0.044,999.19,999.28,2423.9,340,0.01,0.013,0.3,Arabian Sea
23.43,62.8,8/11/2025 21:40,555.5555556,17.59,35.174,554.2,130.61,14.61,1.193,23.67,8.01,0.084,998.62,998.73,2371.6,339,0.008,0.011,0,Arabian Sea
23.43,62.8,5/31/2024 4:21,666.6666667,16.46,36.393,666.1,131.69,14.84,1.704,27.66,7.982,0.002,999.82,999.95,2408.7,347.7,0.012,0.001,0,Arabian Sea
23.43,62.8,9/11/2024 21:16,777.7777778,13.79,36.461,776.2,179.11,20.37,1.662,31.55,7.813,0.026,1000.41,1000.57,2291.7,377.6,0.01,0.001,0,Arabian Sea
23.43,62.8,4/15/2024 18:49,888.8888889,11.6,36.058,889.1,173.79,20.96,1.931,37.03,7.784,0.014,1000.53,1000.71,2341.6,349.5,0.001,0,0,Arabian Sea
23.43,62.8,8/7/2025 18:23,1000,9.52,37.004,1001.9,123.13,21.11,2.322,40.4,7.817,0.005,1001.7,1001.9,2462.9,367.9,0.001,0,0,Arabian Sea
-18.74,114.23,1/19/2024 9:30,0,28.12,34.506,-1.3,206.48,3.1,0.144,1.68,8.2,0.497,995.98,995.98,2298.2,400.7,0.103,2.691,2000,Eastern Indian Ocean
-18.74,114.23,12/19/2024 23:32,111.1111111,27.76,34.695,111.8,174.36,7.04,0.483,5.6,8.004,0.36,996.2,996.22,2254.6,389.7,0.48,0.463,216.7,Eastern Indian Ocean
-18.74,114.23,8/9/2025 4:44,222.2222222,24.59,35.942,221.3,196.15,6.09,0.717,9.74,7.998,0.261,997.84,997.88,2445.8,352,0.347,0.382,23.5,Eastern Indian Ocean
-18.74,114.23,3/22/2024 11:43,333.3333333,23.25,35.836,332.2,218.7,8.96,0.702,14.35,8.083,0.177,998.02,998.09,2333.3,392.8,0.112,0.13,2.5,Eastern Indian Ocean
-18.74,114.23,5/16/2025 12:09,444.4444444,20.99,35.199,446.4,207.35,13.5,1.387,19.51,7.906,0.112,997.96,998.05,2286.7,376.9,0.011,0.014,0.3,Eastern Indian Ocean
-18.74,114.23,3/14/2025 12:55,555.5555556,17.29,35.728,554.4,117.7,14.67,1.47,23.06,7.965,0.019,999.12,999.23,2353.3,339.6,0.046,0.009,0,Eastern Indian Ocean
-18.74,114.23,1/1/2025 10:42,666.6666667,15.91,36.152,665.3,194.6,16.93,1.547,27.08,7.946,0.053,999.74,999.87,2411.6,372.6,0.01,0.005,0,Eastern Indian Ocean
-18.74,114.23,10/9/2024 12:45,777.7777778,12.66,35.867,779.5,90.2,18.57,1.62,32.52,7.848,0.023,1000.16,1000.32,2417.5,332.3,0.003,0.001,0,Eastern Indian Ocean
-18.74,114.23,6/10/2025 18:43,888.8888889,11.02,35.779,890,119.54,17.87,2.11,36.35,7.893,0.006,1000.42,1000.6,2363.9,349.9,0,0.001,0,Eastern Indian Ocean
-18.74,114.23,1/6/2025 4:31,1000,9.65,36.354,999.5,144.5,24.89,2.089,40.26,7.732,0.009,1001.15,1001.35,2461.1,330.4,0.001,0,0,Eastern Indian Ocean
-29.35,75.29,3/8/2025 8:35,0,29.56,35.96,-0.8,241.22,2.95,0.254,0.06,8.14,0.845,996.86,996.86,2438.8,402.9,1.212,3.726,2000,South Indian Ocean
-29.35,75.29,7/9/2024 20:37,111.1111111,25.96,35.524,112,224.52,6.93,0.432,6.17,8.062,0.734,997.23,997.25,2384.1,412.6,0.938,1.325,216.7,South Indian Ocean
-29.35,75.29,3/15/2025 17:31,222.2222222,24.2,35.638,220.8,201.32,6.45,0.79,10.42,8.045,0.399,997.67,997.71,2271.2,366.1,0.325,0.055,23.5,South Indian Ocean
-29.35,75.29,5/15/2024 23:49,333.3333333,22.38,36.086,333.1,148.25,7.42,0.856,15.22,7.944,0.182,998.39,998.46,2425.2,368.7,0.053,0.061,2.5,South Indian Ocean
-29.35,75.29,11/24/2024 3:53,444.4444444,19.95,35.26,445.4,204.39,9.08,1.328,19.43,8.021,0.09,998.22,998.31,2297,402.9,0.067,0.008,0.3,South Indian Ocean
-29.35,75.29,6/14/2024 18:54,555.5555556,17.4,35.432,555,129.55,15.49,1.357,23.38,8.021,0.019,998.87,998.98,2315.9,352.6,0.016,0.018,0,South Indian Ocean
-29.35,75.29,8/14/2024 6:21,666.6666667,14.67,36.729,667,183.88,13.68,1.779,28.47,7.834,0.009,1000.45,1000.58,2431.7,362.3,0.011,0.004,0,South Indian Ocean
-29.35,75.29,12/23/2024 11:36,777.7777778,13.34,36.933,777.1,185.73,15.72,1.659,31.42,7.894,0.02,1000.88,1001.04,2348.4,378.9,0.009,0,0,South Indian Ocean
-29.35,75.29,8/27/2025 8:43,888.8888889,11.45,37.105,887.4,114.15,21.08,2.129,37.26,7.839,0.012,1001.39,1001.57,2340.1,378.1,0.002,0,0,South Indian Ocean
-29.35,75.29,10/20/2024 21:49,1000,8.88,37.301,1001.3,110.46,23.99,2.192,40.46,7.876,0.003,1002.06,1002.26,2338.2,354.7,0.001,0,0,South Indian Ocean
21.38,84.94,5/3/2025 5:13,0,29.57,35.367,2,220.99,1.38,0.338,1.89,8.14,1.3,996.38,996.38,2253.4,401.7,0.217,2.636,2000,Bay of Bengal
21.38,84.94,12/30/2024 21:45,111.1111111,27.37,36.159,110.8,197.37,5.61,0.408,5.92,8.003,0.144,997.45,997.47,2326.4,412.8,0.113,1,216.7,Bay of Bengal
21.38,84.94,1/20/2024 2:00,222.2222222,24.51,36.066,223,184.6,7.77,0.801,9.74,8.066,0.229,997.95,997.99,2330.3,418.2,0.036,0.033,23.5,Bay of Bengal
21.38,84.94,12/17/2024 14:18,333.3333333,21.5,35.36,333.3,146.24,7.35,1.06,13.71,8.091,0.242,997.99,998.06,2279.4,396.1,0.142,0.13,2.5,Bay of Bengal
21.38,84.94,5/26/2025 2:02,444.4444444,19.99,35.904,444.9,153.87,10.11,1.201,19.08,8.02,0.026,998.73,998.82,2438,392.1,0.077,0.01,0.3,Bay of Bengal
21.38,84.94,1/17/2024 13:11,555.5555556,17.66,36.685,556.6,177.53,12.1,1.135,23.28,7.932,0.08,999.82,999.93,2346.9,337.2,0.015,0.006,0,Bay of Bengal
21.38,84.94,1/18/2025 21:05,666.6666667,15.95,35.645,667.4,180.06,16.6,1.523,27.44,7.956,0.009,999.33,999.46,2270,384.5,0.012,0.005,0,Bay of Bengal
21.38,84.94,3/18/2024 15:09,777.7777778,13.88,36.719,777.3,126.77,20.22,1.754,32.81,7.936,0.028,1000.6,1000.76,2319.4,330.6,0.006,0.001,0,Bay of Bengal
21.38,84.94,2/16/2024 3:03,888.8888889,11.73,35.512,887.9,154.71,18.91,1.982,35.66,7.807,0.005,1000.06,1000.24,2249,311.1,0.003,0,0,Bay of Bengal
21.38,84.94,8/16/2024 3:42,1000,8.78,36.053,999.3,135.87,22.34,2.344,40.01,7.79,0.006,1001.09,1001.29,2437.6,307.1,0.001,0,0,Bay of Bengal
-11.14,90,6/3/2025 8:27,0,28.55,35.553,0.2,188.07,1.99,0.109,1.43,8.123,0.453,996.73,996.73,2404.7,379.4,0.767,4.085,2000,South Indian Ocean
-11.14,90,9/5/2024 6:13,111.1111111,25.89,34.44,112.3,155.87,5.06,0.476,5.14,8.119,0.429,996.37,996.39,2311.5,391.8,0.925,0.541,216.7,South Indian Ocean
-11.14,90,1/22/2024 12:53,222.2222222,24.56,34.456,222.9,232,7.19,0.714,9.79,7.975,0.163,996.65,996.69,2357.7,417.6,0.408,0.017,23.5,South Indian Ocean
-11.14,90,4/17/2024 7:56,333.3333333,21.93,35.781,333.7,203.54,11.04,0.727,14.68,8.05,0.023,998.24,998.31,2311.4,343.8,0.178,0.167,2.5,South Indian Ocean
-11.14,90,8/19/2024 8:47,444.4444444,20.31,35.351,444,157.66,9.65,1.049,18.01,7.932,0.076,998.22,998.31,2308.6,393.9,0.099,0.026,0.3,South Indian Ocean
-11.14,90,12/23/2024 3:35,555.5555556,17.36,35.624,555.2,139.75,12.15,1.292,22.43,8.003,0.077,999.03,999.14,2277.5,382.5,0.017,0.019,0,South Indian Ocean
-11.14,90,5/22/2025 12:55,666.6666667,15.44,36.099,666.7,178.92,17.13,1.598,27.02,7.855,0.02,999.79,999.92,2434.5,344.5,0.005,0.006,0,South Indian Ocean
-11.14,90,7/12/2025 19:05,777.7777778,12.7,35.783,779.7,110.85,19.07,1.717,32.01,7.865,0.014,1000.09,1000.25,2351.6,377.6,0.005,0.001,0,South Indian Ocean
-11.14,90,4/4/2024 19:17,888.8888889,11.53,35.461,889.1,149.56,18.29,2.149,35.62,7.771,0.013,1000.06,1000.24,2225.7,351.8,0,0,0,South Indian Ocean
-11.14,90,1/26/2024 21:55,1000,9.27,35.832,1001.9,113.05,24.22,2.216,41.35,7.73,0.002,1000.81,1001.01,2322.8,310.2,0.001,0,0,South Indian Ocean
17.2,81.58,3/1/2024 9:56,0,28.15,35.272,-1.9,217.25,1,0.423,0.09,8.087,1.113,996.59,996.59,2297,364.2,1.42,0.554,2000,Bay of Bengal
17.2,81.58,4/22/2024 2:08,111.1111111,27.37,34.573,111.8,183.62,5.27,0.587,6.08,8.001,0.113,996.18,996.2,2291.9,362.1,0.146,0.926,216.7,Bay of Bengal
17.2,81.58,12/8/2024 15:14,222.2222222,24.04,34.63,220.7,144.71,4.45,0.503,9.6,8.067,0.269,996.9,996.94,2380.7,368.2,0.386,0.216,23.5,Bay of Bengal
17.2,81.58,1/5/2025 22:47,333.3333333,22.63,35.676,331.5,125.99,9.75,1.047,13.93,7.942,0.012,998.01,998.08,2301.1,363.3,0.205,0.037,2.5,Bay of Bengal
17.2,81.58,4/22/2024 23:13,444.4444444,20.31,34.82,443.8,140.21,9.88,1.258,18.98,7.989,0.154,997.79,997.88,2299.8,391.3,0.03,0.044,0.3,Bay of Bengal
17.2,81.58,1/22/2025 4:54,555.5555556,17.15,35.538,553.6,107.88,11.57,1.248,23.02,8,0.052,999,999.11,2314.7,352.1,0.015,0.003,0,Bay of Bengal
17.2,81.58,2/28/2024 7:09,666.6666667,16.08,36.829,665.8,158.05,15.4,1.571,28.53,7.839,0.033,1000.25,1000.38,2331,338.9,0.014,0.004,0,Bay of Bengal
17.2,81.58,3/31/2024 23:17,777.7777778,13.1,36.343,776.7,87.99,17.66,1.647,31.54,7.852,0.014,1000.45,1000.61,2303.1,320.9,0.007,0.002,0,Bay of Bengal
17.2,81.58,3/10/2025 1:02,888.8888889,11.83,36.34,889.3,96.89,21.43,2.247,36.85,7.791,0.009,1000.71,1000.89,2450.8,334,0.001,0,0,Bay of Bengal
17.2,81.58,4/17/2024 12:04,1000,8.74,36.341,999.3,108.72,22.97,2.392,40.78,7.749,0.008,1001.32,1001.52,2425.3,369.1,0.002,0,0,Bay of Bengal
-9.38,67.35,8/18/2025 13:30,0,28.89,35.579,1.3,202.98,0.49,0.122,0.16,8.019,0.243,996.69,996.69,2298.6,423.8,1.168,4.165,2000,South Indian Ocean
-9.38,67.35,1/23/2024 2:42,111.1111111,26.72,34.684,109.3,206.04,2.53,0.506,5.28,8.026,0.594,996.4,996.42,2196.6,381.1,0.684,1.015,216.7,South Indian Ocean
-9.38,67.35,2/4/2024 16:54,222.2222222,24.23,34.951,222.7,196.73,8.75,0.538,10.76,8.065,0.22,997.11,997.15,2317.4,397.4,0.083,0.267,23.5,South Indian Ocean
-9.38,67.35,7/29/2025 12:06,333.3333333,21.75,35.204,334.2,191.78,10.57,0.87,13.99,7.982,0.129,997.81,997.88,2319.3,365.2,0.129,0.147,2.5,South Indian Ocean
-9.38,67.35,3/15/2025 16:03,444.4444444,19.69,35.874,445,176.73,9.62,1.184,18.23,8.048,0.022,998.76,998.85,2346.3,362.8,0.051,0.007,0.3,South Indian Ocean
-9.38,67.35,6/25/2025 9:54,555.5555556,18.5,36.567,556.6,189.82,12.74,1.134,23.16,7.965,0.005,999.55,999.66,2458,357.9,0.044,0.014,0,South Indian Ocean
-9.38,67.35,3/29/2024 20:11,666.6666667,15.82,36.564,668,117.49,17.73,1.458,28.2,7.969,0.018,1000.09,1000.22,2434.1,323.1,0.014,0.002,0,South Indian Ocean
-9.38,67.35,4/17/2025 4:12,777.7777778,13.95,36.007,776.6,183.54,20.3,1.71,32.5,7.947,0.014,1000.02,1000.18,2373.7,344.1,0.003,0.001,0,South Indian Ocean
-9.38,67.35,6/22/2024 18:35,888.8888889,10.8,37.292,889.4,107.33,21.03,1.78,37.19,7.877,0.006,1001.67,1001.85,2500.7,340.1,0.001,0.001,0,South Indian Ocean
-9.38,67.35,8/20/2024 4:22,1000,8.64,37.077,1000.6,168.25,21.3,2.305,41.93,7.883,0.006,1001.93,1002.13,2362.4,309.6,0.001,0,0,South Indian Ocean
-2.7,57.84,3/25/2024 16:32,0,29.32,35.412,-0.9,197.2,4.64,0.436,1.5,8.057,1.009,996.47,996.47,2289.6,416.2,0.888,1.536,2000,Western Indian Ocean
-2.7,57.84,1/23/2024 6:39,111.1111111,27.45,35.811,111.7,182.3,7.18,0.249,6.33,8.035,0.69,997.16,997.18,2305,421.9,0.23,1.089,216.7,Western Indian Ocean
-2.7,57.84,6/30/2025 8:56,222.2222222,24.64,34.508,223.8,169.42,7.17,0.897,9.99,8.103,0.221,996.68,996.72,2346.2,395.4,0.025,0.214,23.5,Western Indian Ocean
-2.7,57.84,1/17/2024 10:46,333.3333333,22.85,34.605,331.5,198.56,7.81,0.788,14.12,7.957,0.167,997.11,997.18,2364.8,365.5,0.157,0.082,2.5,Western Indian Ocean
-2.7,57.84,6/30/2025 18:44,444.4444444,20.41,35.588,445.8,146.25,9.11,0.963,19.03,7.868,0.045,998.39,998.48,2354.1,369.2,0.055,0.054,0.3,Western Indian Ocean
-2.7,57.84,7/24/2024 11:08,555.5555556,17.57,35.492,556.7,156.94,14,1.476,23.88,7.834,0.02,998.88,998.99,2333.6,339.2,0.035,0.008,0,Western Indian Ocean
-2.7,57.84,2/1/2024 6:33,666.6666667,15.28,35.854,668.5,104.5,15.44,1.587,28.1,7.916,0.009,999.63,999.76,2394.6,346.3,0.005,0.005,0,Western Indian Ocean
-2.7,57.84,8/3/2024 3:53,777.7777778,14.22,35.566,777.4,121.33,15.61,1.916,32.58,7.798,0.023,999.61,999.77,2334.7,356.4,0.01,0.001,0,Western Indian Ocean
-2.7,57.84,2/2/2025 1:46,888.8888889,11.17,35.868,889.3,164.63,22.76,2.22,36.84,7.846,0.006,1000.46,1000.64,2332.7,320.2,0.002,0,0,Western Indian Ocean
-2.7,57.84,12/18/2024 11:06,1000,8.41,36.784,1001.8,104.45,24.01,2.252,41.66,7.824,0.002,1001.75,1001.95,2335.2,316.5,0.001,0,0,Western Indian Ocean
-4.96,50.16,3/1/2024 17:07,0,28.22,35.053,-0.3,215.67,2.13,0.472,1.27,8.146,1.491,996.4,996.4,2382.1,418.2,0.314,2.296,2000,Western Indian Ocean
-4.96,50.16,6/21/2025 19:28,111.1111111,26.22,34.678,111.9,150.57,5.79,0.369,5.02,8.001,0.223,996.5,996.52,2193.8,374.5,0.435,0.366,216.7,Western Indian Ocean
-4.96,50.16,10/15/2024 22:50,222.2222222,25.24,35.045,220.6,155.3,6.22,0.666,9.99,8.024,0.127,996.99,997.03,2362.5,380.3,0.371,0.429,23.5,Western Indian Ocean
-4.96,50.16,5/30/2024 17:29,333.3333333,21.81,36.19,331.6,208.91,10.15,1.015,13.84,7.976,0.184,998.59,998.66,2282,364.7,0.216,0.013,2.5,Western Indian Ocean
-4.96,50.16,4/17/2025 15:14,444.4444444,20.98,35.173,442.9,201.19,11.06,0.96,18.14,7.892,0.137,997.94,998.03,2294.7,348,0.098,0.009,0.3,Western Indian Ocean
-4.96,50.16,11/4/2024 6:27,555.5555556,17.06,36.553,556.2,120.78,13.35,1.399,22.62,7.932,0.04,999.83,999.94,2370.1,364.3,0.036,0.002,0,Western Indian Ocean
-4.96,50.16,10/31/2024 2:36,666.6666667,15.85,35.838,668,110.5,17.83,1.391,27.34,7.895,0.024,999.5,999.63,2344,362.2,0.007,0.003,0,Western Indian Ocean
-4.96,50.16,5/7/2025 16:21,777.7777778,13.35,36.393,779.5,175.96,18.66,1.671,31.71,7.958,0.015,1000.44,1000.6,2283.9,384.3,0.006,0.002,0,Western Indian Ocean
-4.96,50.16,2/14/2024 19:53,888.8888889,11.1,37.244,888.4,99.09,21.49,2.202,36.25,7.778,0.002,1001.58,1001.76,2461.2,344.9,0.005,0,0,Western Indian Ocean
-4.96,50.16,11/16/2024 16:23,1000,9.76,35.844,1001.1,136.87,21.51,2.186,40.76,7.757,0.01,1000.72,1000.92,2346.4,322.8,0.002,0,0,Western Indian Ocean
-5.66,99.49,1/25/2025 11:37,0,28.3,35.469,-0.4,192.84,2.07,0.438,1.95,8.155,0.187,996.72,996.72,2324.7,386.6,1.42,4.162,2000,South Indian Ocean
-5.66,99.49,6/4/2025 13:23,111.1111111,27.25,36.082,111.4,205.02,6.04,0.434,6.09,8.161,0.466,997.42,997.44,2275.5,404.5,0.673,0.619,216.7,South Indian Ocean
-5.66,99.49,11/18/2024 18:21,222.2222222,24,35.553,222.5,221.44,8.09,0.549,9.25,7.964,0.387,997.64,997.68,2346,385.4,0.212,0.403,23.5,South Indian Ocean
-5.66,99.49,1/27/2024 21:20,333.3333333,21.45,35.993,333.5,192.85,11.61,1.056,15.16,7.988,0.075,998.5,998.57,2325.1,374.2,0.11,0.044,2.5,South Indian Ocean
-5.66,99.49,11/10/2024 3:34,444.4444444,20.18,34.834,444.1,206.79,11.89,1.336,18.89,7.929,0.066,997.83,997.92,2302.3,380.4,0.011,0.052,0.3,South Indian Ocean
-5.66,99.49,8/8/2025 10:37,555.5555556,18.43,35.029,553.9,189.16,13.05,1.136,23.96,7.94,0.077,998.34,998.45,2361.1,342.7,0.016,0.005,0,South Indian Ocean
-5.66,99.49,8/3/2025 14:41,666.6666667,16.14,36.032,666.3,127.71,18.17,1.364,27.82,7.965,0.015,999.6,999.73,2443,339.9,0.022,0.003,0,South Indian Ocean
-5.66,99.49,8/7/2024 9:34,777.7777778,13.41,35.859,777,139.96,17.39,1.784,32.99,7.84,0.024,1000.01,1000.17,2368.8,369.8,0.001,0.001,0,South Indian Ocean
-5.66,99.49,9/15/2024 8:24,888.8888889,12.08,35.433,889.4,80.97,18.19,2.168,36.67,7.88,0.005,999.93,1000.11,2226.5,328.1,0.002,0,0,South Indian Ocean
-5.66,99.49,7/1/2024 0:56,1000,9.39,37.173,998.3,161.29,24.26,2.191,41.36,7.858,0.005,1001.86,1002.06,2346.9,333.5,0.002,0,0,South Indian Ocean
-0.06,40.87,6/26/2025 12:36,0,28.82,35.3,0.6,240.08,0.93,0.133,0.72,8.056,0.509,996.48,996.48,2247.8,374.4,1.805,4.848,2000,Western Indian Ocean
-0.06,40.87,1/3/2025 21:11,111.1111111,26.22,36.023,110.3,176.75,3.65,0.316,4.63,8.085,0.327,997.57,997.59,2283.3,409.8,0.5,0.362,216.7,Western Indian Ocean
-0.06,40.87,6/24/2024 9:16,222.2222222,25.35,35.19,222.5,153.77,6.82,0.611,10.56,8.1,0.49,997.08,997.12,2402.3,414.3,0.068,0.367,23.5,Western Indian Ocean
